Period,purp0_perc,purp1_perc,purp2_perc,purp3_perc,purp4_perc,purp5_perc
1,0.0008037093659823919,0.0008037093659823919,0.0008037093659823919,0.0008037093659823919,0.0008037093659823919,0.0008037093659823919
2,0.001205010415816881,0.001205010415816881,0.001205010415816881,0.001205010415816881,0.001205010415816881,0.001205010415816881
3,0.001760727719275371,0.001760727719275371,0.001760727719275371,0.001760727719275371,0.001760727719275371,0.001760727719275371
4,0.002509488748353768,0.002509488748353768,0.002509488748353768,0.002509488748353768,0.002509488748353768,0.002509488748353768
5,0.003491676401338863,0.003491676401338863,0.003491676401338863,0.003491676401338863,0.003491676401338863,0.003491676401338863
6,0.004746457531433896,0.004746457531433896,0.004746457531433896,0.004746457531433896,0.004746457531433896,0.004746457531433896
7,0.006307100371751468,0.006307100371751468,0.006307100371751468,0.006307100371751468,0.006307100371751468,0.006307100371751468
8,0.008193922217932413,0.008193922217932413,0.008193922217932413,0.008193922217932413,0.008193922217932413,0.008193922217932413
9,0.01040500692111067,0.01040500692111067,0.01040500692111067,0.01040500692111067,0.01040500692111067,0.01040500692111067
10,0.012906399902178544,0.012906399902178544,0.012906399902178544,0.012906399902178544,0.012906399902178544,0.012906399902178544
11,0.015625096153080133,0.015625096153080133,0.015625096153080133,0.015625096153080133,0.015625096153080133,0.015625096153080133
12,0.018448669169464336,0.018448669169464336,0.018448669169464336,0.018448669169464336,0.018448669169464336,0.018448669169464336
13,0.02123410413022221,0.02123410413022221,0.02123410413022221,0.02123410413022221,0.02123410413022221,0.02123410413022221
14,0.023825530718213736,0.023825530718213736,0.023825530718213736,0.023825530718213736,0.023825530718213736,0.023825530718213736
15,0.026077257413488483,0.026077257413488483,0.026077257413488483,0.026077257413488483,0.026077257413488483,0.026077257413488483
16,0.027876240013508566,0.027876240013508566,0.027876240013508566,0.027876240013508566,0.027876240013508566,0.027876240013508566
17,0.029157912231865066,0.029157912231865066,0.029157912231865066,0.029157912231865066,0.029157912231865066,0.029157912231865066
18,0.029911394307018373,0.029911394307018373,0.029911394307018373,0.029911394307018373,0.029911394307018373,0.029911394307018373
19,0.030173788859292144,0.030173788859292144,0.030173788859292144,0.030173788859292144,0.030173788859292144,0.030173788859292144
20,0.030017087665260185,0.030017087665260185,0.030017087665260185,0.030017087665260185,0.030017087665260185,0.030017087665260185
21,0.029533363070812384,0.029533363070812384,0.029533363070812384,0.029533363070812384,0.029533363070812384,0.029533363070812384
22,0.028823252152113215,0.028823252152113215,0.028823252152113215,0.028823252152113215,0.028823252152113215,0.028823252152113215
23,0.027989638715923793,0.027989638715923793,0.027989638715923793,0.027989638715923793,0.027989638715923793,0.027989638715923793
24,0.027134828785525075,0.027134828785525075,0.027134828785525075,0.027134828785525075,0.027134828785525075,0.027134828785525075
25,0.02635770593942578,0.02635770593942578,0.02635770593942578,0.02635770593942578,0.02635770593942578,0.02635770593942578
26,0.02574838052248849,0.02574838052248849,0.02574838052248849,0.02574838052248849,0.02574838052248849,0.02574838052248849
27,0.02538067377059115,0.02538067377059115,0.02538067377059115,0.02538067377059115,0.02538067377059115,0.02538067377059115
28,0.02530507237179904,0.02530507237179904,0.02530507237179904,0.02530507237179904,0.02530507237179904,0.02530507237179904
29,0.025544744617977743,0.025544744617977743,0.025544744617977743,0.025544744617977743,0.025544744617977743,0.025544744617977743
30,0.026094961312566983,0.026094961312566983,0.026094961312566983,0.026094961312566983,0.026094961312566983,0.026094961312566983
31,0.026923750983640415,0.026923750983640415,0.026923750983640415,0.026923750983640415,0.026923750983640415,0.026923750983640415
32,0.02797100939479805,0.02797100939479805,0.02797100939479805,0.02797100939479805,0.02797100939479805,0.02797100939479805
33,0.029145269823991748,0.029145269823991748,0.029145269823991748,0.029145269823991748,0.029145269823991748,0.029145269823991748
34,0.03032063763805759,0.03032063763805759,0.03032063763805759,0.03032063763805759,0.03032063763805759,0.03032063763805759
35,0.03133872542431653,0.03133872542431653,0.03133872542431653,0.03133872542431653,0.03133872542431653,0.03133872542431653
36,0.03202009912460971,0.03202009912460971,0.03202009912460971,0.03202009912460971,0.03202009912460971,0.03202009912460971
37,0.03218662340667937,0.03218662340667937,0.03218662340667937,0.03218662340667937,0.03218662340667937,0.03218662340667937
38,0.03169150291340552,0.03169150291340552,0.03169150291340552,0.03169150291340552,0.03169150291340552,0.03169150291340552
39,0.0304497630178966,0.0304497630178966,0.0304497630178966,0.0304497630178966,0.0304497630178966,0.0304497630178966
40,0.028460218693371744,0.028460218693371744,0.028460218693371744,0.028460218693371744,0.028460218693371744,0.028460218693371744
41,0.025811601639249192,0.025811601639249192,0.025811601639249192,0.025811601639249192,0.025811601639249192,0.025811601639249192
42,0.02267010518936592,0.02267010518936592,0.02267010518936592,0.02267010518936592,0.02267010518936592,0.02267010518936592
43,0.019251450406291948,0.019251450406291948,0.019251450406291948,0.019251450406291948,0.019251450406291948,0.019251450406291948
44,0.01578522636925699,0.01578522636925699,0.01578522636925699,0.01578522636925699,0.01578522636925699,0.01578522636925699
45,0.012480772939780773,0.012480772939780773,0.012480772939780773,0.012480772939780773,0.012480772939780773,0.012480772939780773
46,0.009501943903298995,0.009501943903298995,0.009501943903298995,0.009501943903298995,0.009501943903298995,0.009501943903298995
47,0.006954134060802544,0.006954134060802544,0.006954134060802544,0.006954134060802544,0.006954134060802544,0.006954134060802544
48,0.004883078937188553,0.004883078937188553,0.004883078937188553,0.004883078937188553,0.004883078937188553,0.004883078937188553
